GeoUID,Type,Region Name,Area (sq km),Population,Dwellings,Households,CD_UID,PR_UID,CMA_UID,"v_CA21_1: Population, 2021",v_CA21_9: Total - Age,v_CA21_10: Total - Age,v_CA21_14: 0 to 4 years,v_CA21_32: 5 to 9 years,v_CA21_50: 10 to 14 years,v_CA21_71: 15 to 19 years,v_CA21_89: 20 to 24 years,v_CA21_107: 25 to 29 years,v_CA21_125: 30 to 34 years,v_CA21_143: 35 to 39 years,v_CA21_161: 40 to 44 years,v_CA21_179: 45 to 49 years,v_CA21_197: 50 to 54 years,v_CA21_215: 55 to 59 years,v_CA21_233: 60 to 64 years,v_CA21_254: 65 to 69 years,v_CA21_272: 70 to 74 years,v_CA21_290: 75 to 79 years,v_CA21_308: 80 to 84 years,v_CA21_329: 85 to 89 years,"v_CA21_930: $30,000 to $34,999","v_CA21_927: $15,000 to $19,999"
2477022,CSD,Sainte-Adèle (V),119.6712,14010,8002,6896,2477,24,,14010,6845,7160,485,625,640,575,480,595,630,740,795,790,975,1330,1505,1315,1065,730,385,235,290,175
